8.46292	0.243462	-3.04035	-3.11283	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.45053	0.251458	-3.03513	-3.11221	1.94011e-005	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47321	0.248348	-2.53498	-3.12516	-0.00100138	8.56759	0.241943	8.45	0.25	0	0
8.50331	0.253152	-2.45492	-3.11263	0.000383939	8.45582	0.253997	8.45	0.25	0	0
8.36242	0.249772	-0.216197	-3.1139	-0.000369656	8.42544	0.254042	8.35	0.25	-1.81979	0
8.32606	0.250371	-0.124304	-3.10912	0.000926729	8.23962	0.24916	8.25	0.25	-1.81978	0
8.00276	0.234467	2.76697	-3.14908	-0.00529017	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.87502	0.217452	2.78285	-3.12386	0.0520411	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.70339	0.201332	2.88855	-3.06916	0.100617	7.61269	0.155818	7.7	0.15	-2.99982	0
7.57444	0.174558	2.90322	-3.00885	0.14626	7.54016	0.159641	7.55	0.15	-2.99982	0
7.47584	0.0928649	2.76486	-2.80966	0.326785	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.34365	0.0385363	2.76633	-2.77993	0.336702	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.18329	0.0365115	2.82058	-2.88957	0.102624	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.04146	-0.0264343	2.82876	-2.85074	0.133121	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.9463	-0.158148	2.70889	-2.61507	0.776355	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.82804	-0.245289	2.70921	-2.55684	0.800412	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.7186	-0.329358	2.71572	-2.50267	0.831937	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.61901	-0.427849	2.72255	-2.44229	0.855897	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.57605	-0.601495	2.73958	-2.12157	1.5999	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.51779	-0.703732	2.71603	-2.05021	1.59837	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.47264	-0.860512	2.73997	-1.88502	1.78288	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.4379	-1.01474	2.74659	-1.77998	1.78675	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.3236	-1.10203	2.64911	-1.94726	1.22073	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.2712	-1.24083	2.6536	-1.88225	1.21598	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.36059	-1.43811	2.72655	-1.53324	1.7537	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.37069	-1.59848	2.74099	-1.43739	1.74684	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.30301	-1.70118	2.62999	-1.54129	1.40474	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.29708	-1.85176	2.65664	-1.48174	1.38295	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.34424	-2.00388	2.7077	-1.35226	1.48013	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.36974	-2.15102	2.72813	-1.28595	1.46566	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.35863	-2.28905	2.66854	-1.29636	1.32331	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.38884	-2.44931	2.69252	-1.23748	1.30289	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.43608	-2.598	2.70447	-1.17249	1.29316	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.4811	-2.7527	2.72505	-1.11803	1.27226	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.49733	-2.87543	2.67208	-1.11406	1.18735	6.46536	-3.00452	6.45	-3	0	-2.99754
6.52996	-3.02373	2.69872	-1.08302	1.15485	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.58931	-3.16703	2.70825	-1.03471	1.13673	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.63682	-3.32597	2.73372	-1.00381	1.10255	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.72178	-3.46747	2.76845	-0.941974	1.10836	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.79515	-3.61982	2.79306	-0.904574	1.08261	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.86742	-3.74668	2.76539	-0.871806	1.04845	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.93583	-3.90267	2.7901	-0.849834	1.01142	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
7.00793	-4.02504	2.75664	-0.823341	0.976501	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
7.06773	-4.18375	2.77663	-0.816511	0.929574	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
7.12622	-4.29205	2.68787	-0.804901	0.878647	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.18462	-4.43772	2.69549	-0.799922	0.836402	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.26136	-4.54944	2.66053	-0.777074	0.809617	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.31236	-4.70564	2.67034	-0.787122	0.756238	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.41895	-4.8345	2.71783	-0.753696	0.75176	7.31379	-5.05204	7.25	-5	1.81907	-2.72861
7.47278	-4.9934	2.72553	-0.76937	0.696062	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.55371	-5.10742	2.69995	-0.753306	0.672443	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.60646	-5.2722	2.70931	-0.776679	0.613163	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.69925	-5.38966	2.70227	-0.758977	0.596193	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.76503	-5.53824	2.70713	-0.771537	0.551779	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.84682	-5.64811	2.6786	-0.759929	0.531805	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.89826	-5.80667	2.68062	-0.787879	0.475958	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
8.01192	-5.9291	2.76647	-0.762999	0.48326	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
8.06854	-6.08036	2.77556	-0.789348	0.433618	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.16514	-6.19849	2.76298	-0.778574	0.419234	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.24137	-6.34419	2.76824	-0.792075	0.383366	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.32679	-6.45597	2.74267	-0.785744	0.367672	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.38497	-6.61524	2.7459	-0.81675	0.317689	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.47595	-6.73107	2.74136	-0.809206	0.308035	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.54439	-6.87521	2.74185	-0.82812	0.273247	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.61996	-6.97923	2.72444	-0.825997	0.261149	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.66805	-7.12619	2.72793	-0.858601	0.21694	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.77655	-7.24811	2.79607	-0.842041	0.228046	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.82949	-7.40198	2.80543	-0.875522	0.184618	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.89836	-7.52102	2.74802	-0.886986	0.158197	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.95462	-7.67383	2.74917	-0.915699	0.122099	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
9.0345	-7.79019	2.75852	-0.9143	0.118572	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
9.07588	-7.9401	2.76239	-0.949687	0.078863	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.11905	-8.05676	2.6859	-0.974313	0.0427525	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.16705	-8.20288	2.6835	-1.00139	0.0145894	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.24406	-8.32424	2.70461	-0.999486	0.018283	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.27479	-8.47214	2.70782	-1.03647	-0.0176646	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.31683	-8.59976	2.65474	-1.06456	-0.0519349	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.35408	-8.74586	2.65191	-1.09377	-0.0768562	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.49133	-8.87991	2.79633	-1.03407	0.00979175	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.52718	-9.03819	2.81105	-1.06924	-0.0233922	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.57113	-9.16123	2.77616	-1.09032	-0.0485218	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.61027	-9.30389	2.78125	-1.11474	-0.0690842	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.64758	-9.4268	2.75102	-1.13687	-0.0922339	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.6644	-9.58109	2.75876	-1.17636	-0.124738	9.54779	-9.64959	9.55	-9.65	0	-3.0002
